MONTH,WEEKOFMONTH,DAYOFWEEK,MAKE,ACCIDENTAREA,DAYOFWEEKCLAIMED,MONTHCLAIMED,WEEKOFMONTHCLAIMED,SEX,MARITALSTATUS,AGE,FAULT,POLICYTYPE,VEHICLECATEGORY,VEHICLEPRICE,REPNUMBER,DEDUCTIBLE,DRIVERRATING,DAYS_POLICY_ACCIDENT,DAYS_POLICY_CLAIM,PASTNUMBEROFCLAIMS,AGEOFVEHICLE,AGEOFPOLICYHOLDER,POLICEREPORTFILED,WITNESSPRESENT,AGENTTYPE,NUMBEROFSUPPLIMENTS,ADDRESSCHANGE_CLAIM,NUMBEROFCARS,YEAR,BASEPOLICY,FRAUDFOUND
Dec,week_1,Wednesday,Toyota,Urban,Thursday,Dec,week_2,Male,Married,40,Policy_Holder,Sedan-Liability,Sport,20000_to_29000,10,700,rate_2,more_than_30,more_than_30,more_than_4,more_than_7,36_to_40,No,No,External,none,no_change,1-vehicle,1995,Liability,No
Dec,week_2,Saturday,Pontiac,Urban,Monday,Dec,week_2,Male,Single,27,Policy_Holder,Sedan-Collision,Sedan,20000_to_29000,4,400,rate_2,more_than_30,more_than_30,2_to_4,7_years,31_to_35,Yes,No,External,1_to_2,no_change,1-vehicle,1995,Collision,No
Feb,week_3,Tuesday,Pontiac,Rural,Friday,Feb,week_3,Male,Single,39,Third_Party,Sedan-All_Perils,Sedan,20000_to_29000,1,400,rate_1,more_than_30,more_than_30,1,7_years,36_to_40,No,No,External,more_than_5,1_year,1-vehicle,1995,All_Perils,No
Mar,week_4,Friday,Pontiac,Rural,Tuesday,Mar,week_5,Male,Married,47,Policy_Holder,Sedan-All_Perils,Sedan,less_than_20000,2,400,rate_4,more_than_30,more_than_30,none,more_than_7,41_to_50,No,No,External,none,no_change,1-vehicle,1995,All_Perils,No
Jul,week_3,Tuesday,Accura,Urban,Monday,Aug,week_2,Male,Married,51,Policy_Holder,Utility-All_Perils,Utility,more_than_69000,5,400,rate_3,more_than_30,more_than_30,1,more_than_7,41_to_50,No,No,External,none,no_change,1-vehicle,1995,All_Perils,No
Nov,week_2,Wednesday,Pontiac,Urban,Tuesday,Nov,week_3,Female,Married,40,Policy_Holder,Sedan-Collision,Sedan,20000_to_29000,3,400,rate_3,more_than_30,more_than_30,2_to_4,6_years,36_to_40,No,No,External,none,no_change,1-vehicle,1995,Collision,No
Mar,week_1,Sunday,Mazda,Urban,Wednesday,Mar,week_2,Male,Married,62,Policy_Holder,Sedan-Collision,Sedan,20000_to_29000,1,400,rate_4,more_than_30,more_than_30,1,more_than_7,51_to_65,No,No,External,none,no_change,1-vehicle,1995,Collision,No
Dec,week_5,Friday,Pontiac,Urban,Wednesday,Jan,week_3,Male,Married,59,Third_Party,Sedan-All_Perils,Sedan,20000_to_29000,14,400,rate_1,more_than_30,more_than_30,1,more_than_7,51_to_65,No,No,External,none,no_change,1-vehicle,1995,All_Perils,No
Feb,week_3,Wednesday,Honda,Urban,Monday,Feb,week_3,Male,Married,39,Policy_Holder,Sedan-Collision,Sedan,20000_to_29000,6,400,rate_2,more_than_30,more_than_30,none,more_than_7,36_to_40,No,No,External,none,no_change,3_to_4,1995,Collision,No
Feb,week_4,Saturday,Chevrolet,Urban,Friday,Mar,week_1,Male,Married,40,Policy_Holder,Sedan-Liability,Sport,30000_to_39000,14,400,rate_4,more_than_30,more_than_30,more_than_4,7_years,36_to_40,No,No,External,more_than_5,no_change,1-vehicle,1995,Liability,No
Mar,week_2,Sunday,Toyota,Urban,Tuesday,Mar,week_3,Male,Married,39,Policy_Holder,Sedan-Collision,Sedan,20000_to_29000,1,400,rate_4,more_than_30,more_than_30,none,7_years,36_to_40,No,No,External,more_than_5,no_change,1-vehicle,1995,Collision,No
Feb,week_1,Friday,Mazda,Urban,Wednesday,Feb,week_2,Male,Married,45,Policy_Holder,Sedan-Liability,Sport,20000_to_29000,9,500,rate_4,more_than_30,more_than_30,2_to_4,7_years,36_to_40,No,No,External,1_to_2,2_to_3_years,1-vehicle,1995,Liability,No
Jan,week_1,Tuesday,Chevrolet,Urban,Monday,Apr,week_3,Male,Married,62,Third_Party,Sedan-Liability,Sport,20000_to_29000,12,400,rate_4,more_than_30,more_than_30,more_than_4,6_years,51_to_65,No,No,External,none,no_change,1-vehicle,1995,Liability,No
Dec,week_4,Thursday,Pontiac,Urban,Tuesday,Jan,week_1,Male,Single,23,Policy_Holder,Sedan-Liability,Sport,20000_to_29000,7,400,rate_2,more_than_30,more_than_30,more_than_4,4_years,26_to_30,No,No,External,none,no_change,1-vehicle,1995,Liability,No
Apr,week_1,Monday,Honda,Urban,Friday,Apr,week_3,Female,Single,31,Third_Party,Sport-Collision,Sport,more_than_69000,14,400,rate_3,more_than_30,more_than_30,none,5_years,31_to_35,No,No,External,none,no_change,1-vehicle,1995,Collision,No
Nov,week_1,Friday,Toyota,Urban,Monday,Nov,week_2,Male,Married,30,Policy_Holder,Sedan-Collision,Sedan,20000_to_29000,12,400,rate_4,more_than_30,more_than_30,1,6_years,31_to_35,No,No,External,none,no_change,1-vehicle,1995,Collision,No
Aug,week_2,Saturday,Honda,Urban,Thursday,Aug,week_4,Male,Married,37,Policy_Holder,Sedan-All_Perils,Sedan,less_than_20000,13,400,rate_1,more_than_30,more_than_30,none,more_than_7,36_to_40,No,No,External,none,4_to_8_years,2-vehicles,1995,All_Perils,No
Jul,week_1,Thursday,Pontiac,Urban,Monday,Jul,week_4,Female,Married,52,Policy_Holder,Sedan-Liability,Sport,30000_to_39000,10,400,rate_2,more_than_30,more_than_30,2_to_4,7_years,41_to_50,No,No,External,1_to_2,no_change,1-vehicle,1995,Liability,No
Jul,week_4,Saturday,Toyota,Urban,Friday,Jul,week_5,Male,Married,34,Policy_Holder,Sedan-Collision,Sedan,30000_to_39000,8,400,rate_1,more_than_30,more_than_30,2_to_4,6_years,31_to_35,No,No,External,none,no_change,1-vehicle,1995,Collision,No
Jul,week_2,Wednesday,Pontiac,Urban,Monday,Jul,week_4,Male,Married,36,Third_Party,Sedan-Collision,Sedan,20000_to_29000,8,400,rate_3,more_than_30,more_than_30,none,7_years,36_to_40,No,Yes,External,none,no_change,1-vehicle,1995,Collision,No
Jul,week_1,Thursday,Toyota,Urban,Thursday,Jul,week_1,Female,Married,50,Policy_Holder,Sedan-Collision,Sedan,less_than_20000,12,500,rate_3,more_than_30,more_than_30,2_to_4,7_years,41_to_50,No,No,External,3_to_5,2_to_3_years,1-vehicle,1995,Collision,No
May,week_3,Sunday,Honda,Urban,Monday,May,week_3,Female,Single,28,Policy_Holder,Sedan-Liability,Sport,more_than_69000,9,400,rate_4,more_than_30,more_than_30,none,5_years,31_to_35,No,No,External,none,no_change,1-vehicle,1995,Liability,No
May,week_2,Sunday,Toyota,Urban,Wednesday,May,week_2,Male,Married,47,Third_Party,Sedan-Collision,Sedan,30000_to_39000,4,400,rate_4,more_than_30,more_than_30,1,more_than_7,41_to_50,No,No,External,more_than_5,no_change,1-vehicle,1995,Collision,No
Apr,week_4,Wednesday,Mazda,Urban,Friday,May,week_1,Male,Married,45,Third_Party,Sedan-Liability,Sport,30000_to_39000,5,400,rate_2,more_than_30,more_than_30,2_to_4,more_than_7,36_to_40,No,No,External,1_to_2,no_change,1-vehicle,1995,Liability,No
Apr,week_3,Tuesday,Pontiac,Urban,Wednesday,Apr,week_3,Male,Married,71,Policy_Holder,Sedan-All_Perils,Sedan,less_than_20000,8,400,rate_1,more_than_30,more_than_30,none,more_than_7,over_65,No,No,External,more_than_5,no_change,1-vehicle,1995,All_Perils,No
Apr,week_4,Thursday,Toyota,Urban,Friday,May,week_1,Male,Single,19,Third_Party,Sedan-All_Perils,Sedan,20000_to_29000,6,400,rate_4,more_than_30,more_than_30,2_to_4,4_years,21_to_25,No,No,External,none,no_change,1-vehicle,1995,All_Perils,No
Jul,week_5,Saturday,Chevrolet,Urban,Wednesday,Aug,week_1,Male,Married,50,Policy_Holder,Sedan-Collision,Sedan,20000_to_29000,8,400,rate_4,more_than_30,more_than_30,1,more_than_7,41_to_50,No,No,External,1_to_2,no_change,1-vehicle,1995,Collision,No
Jul,week_4,Wednesday,Toyota,Urban,Thursday,Aug,week_1,Male,Married,41,Policy_Holder,Sedan-Liability,Sport,30000_to_39000,4,400,rate_4,more_than_30,more_than_30,2_to_4,6_years,36_to_40,No,No,External,more_than_5,no_change,1-vehicle,1995,Liability,No
Feb,week_4,Monday,Chevrolet,Urban,Wednesday,Feb,week_4,Male,Single,46,Policy_Holder,Utility-All_Perils,Utility,more_than_69000,13,400,rate_1,more_than_30,more_than_30,2_to_4,more_than_7,41_to_50,No,No,External,1_to_2,no_change,1-vehicle,1995,All_Perils,No
Oct,week_4,Tuesday,Honda,Urban,Thursday,Oct,week_4,Male,Married,42,Third_Party,Sedan-All_Perils,Sedan,20000_to_29000,15,400,rate_4,more_than_30,more_than_30,none,7_years,36_to_40,No,No,External,none,no_change,1-vehicle,1995,All_Perils,No
Apr,week_2,Saturday,Mazda,Urban,Friday,Apr,week_3,Female,Single,27,Policy_Holder,Sedan-Collision,Sedan,20000_to_29000,3,400,rate_4,more_than_30,more_than_30,2_to_4,6_years,31_to_35,No,No,External,1_to_2,no_change,1-vehicle,1995,Collision,No
Apr,week_5,Saturday,Honda,Urban,Wednesday,May,week_2,Male,Single,0,Policy_Holder,Sedan-Liability,Sport,more_than_69000,10,400,rate_3,more_than_30,more_than_30,more_than_4,new,16_to_17,No,No,External,none,no_change,1-vehicle,1995,Liability,No
Dec,week_2,Saturday,Honda,Urban,Monday,Dec,week_2,Male,Married,32,Policy_Holder,Sedan-Liability,Sport,20000_to_29000,4,400,rate_1,more_than_30,more_than_30,none,6_years,31_to_35,No,No,External,none,no_change,1-vehicle,1995,Liability,No
Dec,week_2,Thursday,Pontiac,Urban,Friday,Dec,week_2,Male,Married,55,Policy_Holder,Sedan-Collision,Sedan,20000_to_29000,10,400,rate_4,more_than_30,more_than_30,2_to_4,more_than_7,41_to_50,No,No,External,1_to_2,no_change,1-vehicle,1995,Collision,No
Oct,week_5,Saturday,Toyota,Urban,Thursday,Nov,week_1,Female,Single,33,Policy_Holder,Sedan-All_Perils,Sedan,20000_to_29000,15,400,rate_3,more_than_30,more_than_30,2_to_4,6_years,31_to_35,No,No,External,1_to_2,no_change,1-vehicle,1995,All_Perils,No
Dec,week_3,Sunday,Pontiac,Urban,Wednesday,Dec,week_4,Female,Married,62,Policy_Holder,Sedan-Liability,Sport,20000_to_29000,7,400,rate_2,more_than_30,more_than_30,none,7_years,51_to_65,No,No,External,more_than_5,no_change,1-vehicle,1995,Liability,No
Jul,week_4,Thursday,Honda,Urban,Friday,Jul,week_4,Female,Married,37,Policy_Holder,Sedan-Liability,Sport,20000_to_29000,13,400,rate_3,more_than_30,more_than_30,2_to_4,7_years,36_to_40,No,No,External,none,no_change,1-vehicle,1995,Liability,No
Dec,week_2,Tuesday,Mazda,Rural,Friday,Jan,week_2,Male,Single,39,Policy_Holder,Sedan-Collision,Sedan,20000_to_29000,4,400,rate_1,more_than_30,more_than_30,2_to_4,more_than_7,36_to_40,No,No,External,1_to_2,no_change,1-vehicle,1995,Collision,No
Jan,week_3,Sunday,Pontiac,Urban,Monday,Jan,week_3,Female,Married,35,Third_Party,Sedan-Liability,Sport,20000_to_29000,2,400,rate_4,more_than_30,more_than_30,2_to_4,6_years,31_to_35,No,No,External,none,no_change,1-vehicle,1995,Liability,No
Feb,week_1,Monday,Honda,Rural,Tuesday,Feb,week_2,Male,Single,36,Policy_Holder,Sedan-Liability,Sport,30000_to_39000,3,400,rate_2,more_than_30,more_than_30,none,7_years,36_to_40,No,No,External,more_than_5,no_change,1-vehicle,1995,Liability,No
Nov,week_4,Monday,Toyota,Urban,Monday,Nov,week_4,Male,Single,29,Policy_Holder,Sedan-Liability,Sport,30000_to_39000,10,400,rate_4,more_than_30,more_than_30,more_than_4,6_years,31_to_35,No,No,External,3_to_5,no_change,1-vehicle,1995,Liability,No
Feb,week_1,Saturday,Pontiac,Urban,Wednesday,Feb,week_4,Male,Married,37,Policy_Holder,Sedan-Collision,Sedan,20000_to_29000,11,400,rate_2,more_than_30,more_than_30,1,6_years,36_to_40,No,No,External,none,no_change,1-vehicle,1995,Collision,No
Jan,week_3,Saturday,Honda,Urban,Tuesday,Jan,week_5,Male,Widow,37,Third_Party,Sedan-Collision,Sedan,20000_to_29000,16,400,rate_1,more_than_30,more_than_30,2_to_4,7_years,36_to_40,No,No,External,1_to_2,no_change,1-vehicle,1995,Collision,No
Jan,week_1,Wednesday,Honda,Rural,Thursday,Jan,week_1,Male,Single,18,Third_Party,Sport-Collision,Sport,more_than_69000,14,400,rate_1,more_than_30,more_than_30,2_to_4,5_years,21_to_25,No,No,External,1_to_2,no_change,1-vehicle,1995,Collision,No
Aug,week_4,Wednesday,Toyota,Urban,Thursday,Aug,week_4,Male,Single,24,Policy_Holder,Sedan-All_Perils,Sedan,30000_to_39000,6,400,rate_1,more_than_30,more_than_30,2_to_4,3_years,26_to_30,No,No,External,1_to_2,no_change,1-vehicle,1995,All_Perils,No
May,week_4,Tuesday,Honda,Urban,Tuesday,May,week_4,Male,Married,41,Policy_Holder,Sedan-Liability,Sport,20000_to_29000,5,400,rate_4,more_than_30,more_than_30,2_to_4,7_years,36_to_40,No,No,External,3_to_5,no_change,1-vehicle,1995,Liability,No
Jul,week_5,Saturday,Chevrolet,Urban,Monday,Aug,week_1,Male,Single,35,Third_Party,Sedan-Liability,Sport,20000_to_29000,9,400,rate_4,more_than_30,more_than_30,more_than_4,6_years,31_to_35,No,No,External,more_than_5,no_change,3_to_4,1995,Liability,No
Nov,week_3,Saturday,Pontiac,Urban,Tuesday,Nov,week_4,Male,Married,32,Policy_Holder,Sedan-All_Perils,Sedan,20000_to_29000,7,400,rate_3,more_than_30,more_than_30,none,7_years,31_to_35,No,No,External,1_to_2,no_change,1-vehicle,1995,All_Perils,No
Nov,week_3,Tuesday,Honda,Urban,Wednesday,Nov,week_3,Male,Married,61,Policy_Holder,Sedan-Collision,Sedan,20000_to_29000,2,400,rate_3,more_than_30,more_than_30,1,more_than_7,51_to_65,No,No,External,none,no_change,1-vehicle,1995,Collision,No
Nov,week_2,Monday,Pontiac,Urban,Tuesday,Nov,week_2,Female,Single,35,Policy_Holder,Sedan-Collision,Sedan,30000_to_39000,13,400,rate_2,more_than_30,more_than_30,none,6_years,31_to_35,No,No,External,more_than_5,no_change,1-vehicle,1995,Collision,No
Jun,week_1,Friday,Pontiac,Urban,Thursday,Jun,week_2,Male,Single,59,Policy_Holder,Sedan-All_Perils,Sedan,less_than_20000,11,400,rate_3,more_than_30,more_than_30,none,more_than_7,51_to_65,No,No,External,none,no_change,1-vehicle,1995,All_Perils,No
Jul,week_2,Tuesday,Mazda,Urban,Tuesday,Jul,week_3,Female,Married,26,Third_Party,Sport-Collision,Sport,more_than_69000,8,400,rate_1,more_than_30,more_than_30,1,5_years,31_to_35,No,No,External,more_than_5,no_change,1-vehicle,1995,Collision,No
Nov,week_2,Monday,Accura,Urban,Tuesday,Nov,week_3,Male,Single,47,Policy_Holder,Utility-All_Perils,Utility,more_than_69000,8,400,rate_1,more_than_30,more_than_30,none,7_years,41_to_50,No,No,External,none,no_change,1-vehicle,1995,All_Perils,No
Apr,week_1,Tuesday,Mazda,Urban,Tuesday,May,week_1,Male,Single,35,Third_Party,Sport-Collision,Sport,more_than_69000,1,400,rate_4,more_than_30,more_than_30,1,6_years,31_to_35,No,No,External,more_than_5,no_change,1-vehicle,1995,Collision,No
Mar,week_3,Thursday,Pontiac,Urban,Wednesday,Mar,week_4,Male,Married,34,Policy_Holder,Sedan-Collision,Sedan,20000_to_29000,9,400,rate_4,more_than_30,more_than_30,more_than_4,7_years,31_to_35,No,No,External,3_to_5,no_change,1-vehicle,1995,Collision,No
Apr,week_3,Monday,Toyota,Urban,Monday,Apr,week_4,Male,Married,38,Policy_Holder,Sedan-Liability,Sport,30000_to_39000,14,400,rate_2,more_than_30,more_than_30,2_to_4,7_years,36_to_40,No,No,External,more_than_5,no_change,1-vehicle,1995,Liability,No
Jun,week_3,Tuesday,Toyota,Urban,Tuesday,Jun,week_3,Male,Single,28,Policy_Holder,Sedan-Collision,Sedan,20000_to_29000,3,400,rate_2,more_than_30,more_than_30,1,3_years,31_to_35,No,No,External,none,no_change,1-vehicle,1995,Collision,No
Jul,week_1,Monday,Chevrolet,Rural,Monday,Jul,week_1,Male,Single,24,Policy_Holder,Sedan-Collision,Sedan,30000_to_39000,4,400,rate_3,more_than_30,more_than_30,2_to_4,5_years,26_to_30,No,No,Internal,3_to_5,no_change,1-vehicle,1995,Collision,No
Mar,week_2,Sunday,Honda,Urban,Tuesday,Mar,week_3,Male,Married,34,Policy_Holder,Sedan-All_Perils,Sedan,less_than_20000,13,400,rate_3,more_than_30,more_than_30,none,6_years,31_to_35,No,No,External,none,no_change,1-vehicle,1995,All_Perils,No
Oct,week_2,Thursday,Pontiac,Rural,Friday,Oct,week_3,Male,Single,26,Policy_Holder,Sedan-Collision,Sedan,20000_to_29000,12,400,rate_3,more_than_30,more_than_30,2_to_4,7_years,31_to_35,No,No,External,1_to_2,no_change,3_to_4,1995,Collision,No
Jul,week_2,Monday,Pontiac,Urban,Wednesday,Jul,week_2,Male,Married,50,Third_Party,Sedan-Collision,Sedan,20000_to_29000,14,400,rate_1,more_than_30,more_than_30,1,more_than_7,41_to_50,No,No,External,3_to_5,no_change,1-vehicle,1995,Collision,No
May,week_2,Monday,Mazda,Urban,Monday,May,week_3,Male,Married,37,Policy_Holder,Sedan-Collision,Sedan,30000_to_39000,9,400,rate_4,more_than_30,more_than_30,1,7_years,36_to_40,No,No,External,none,no_change,1-vehicle,1995,Collision,No
Apr,week_3,Thursday,Chevrolet,Urban,Monday,Apr,week_3,Male,Married,35,Policy_Holder,Sedan-Collision,Sedan,30000_to_39000,8,400,rate_4,more_than_30,more_than_30,more_than_4,5_years,31_to_35,No,No,External,3_to_5,no_change,1-vehicle,1995,Collision,No
Oct,week_3,Monday,Toyota,Urban,Friday,Nov,week_2,Male,Married,36,Third_Party,Sedan-Liability,Sport,20000_to_29000,7,400,rate_2,more_than_30,more_than_30,2_to_4,7_years,36_to_40,No,No,External,more_than_5,no_change,1-vehicle,1995,Liability,No
Aug,week_5,Tuesday,Accura,Urban,Monday,Sep,week_1,Male,Married,50,Third_Party,Sedan-All_Perils,Sedan,20000_to_29000,8,400,rate_3,more_than_30,more_than_30,none,more_than_7,41_to_50,No,No,External,more_than_5,no_change,3_to_4,1995,All_Perils,No
Aug,week_4,Friday,Toyota,Urban,Thursday,Sep,week_1,Male,Single,28,Policy_Holder,Sedan-Collision,Sedan,less_than_20000,13,400,rate_4,more_than_30,more_than_30,2_to_4,6_years,31_to_35,No,No,External,more_than_5,no_change,1-vehicle,1995,Collision,No
Aug,week_3,Monday,Toyota,Urban,Thursday,Oct,week_1,Female,Married,45,Policy_Holder,Sedan-All_Perils,Sedan,20000_to_29000,4,400,rate_1,more_than_30,more_than_30,none,6_years,36_to_40,No,No,External,none,no_change,1-vehicle,1995,All_Perils,No
Jun,week_4,Saturday,Honda,Urban,Monday,Jul,week_2,Male,Married,44,Policy_Holder,Sedan-All_Perils,Sedan,20000_to_29000,14,400,rate_1,more_than_30,more_than_30,none,more_than_7,36_to_40,No,No,External,none,no_change,1-vehicle,1995,All_Perils,No
Jun,week_3,Friday,Accura,Urban,Tuesday,Jul,week_1,Male,Single,55,Policy_Holder,Sedan-Liability,Sport,more_than_69000,4,400,rate_2,more_than_30,more_than_30,more_than_4,7_years,41_to_50,No,No,External,more_than_5,no_change,1-vehicle,1995,Liability,No
Aug,week_4,Wednesday,Toyota,Urban,Friday,Sep,week_1,Male,Married,45,Policy_Holder,Sedan-Liability,Sport,20000_to_29000,1,400,rate_3,more_than_30,more_than_30,2_to_4,7_years,36_to_40,No,No,External,none,no_change,1-vehicle,1995,Liability,No
Dec,week_2,Thursday,Toyota,Urban,Monday,Dec,week_2,Male,Single,34,Policy_Holder,Sedan-Liability,Sport,more_than_69000,12,400,rate_1,more_than_30,more_than_30,2_to_4,6_years,31_to_35,No,No,External,3_to_5,no_change,1-vehicle,1995,Liability,No
Oct,week_1,Thursday,Pontiac,Urban,Tuesday,Oct,week_2,Male,Single,30,Policy_Holder,Sedan-Liability,Sport,20000_to_29000,12,400,rate_3,more_than_30,more_than_30,2_to_4,6_years,31_to_35,No,No,External,more_than_5,no_change,1-vehicle,1995,Liability,No
Jul,week_5,Thursday,Pontiac,Urban,Thursday,Jul,week_5,Male,Married,28,Policy_Holder,Sedan-Liability,Sport,20000_to_29000,14,400,rate_3,more_than_30,more_than_30,more_than_4,6_years,31_to_35,No,No,External,3_to_5,no_change,1-vehicle,1995,Liability,No
Dec,week_3,Tuesday,Chevrolet,Urban,Wednesday,Dec,week_3,Male,Married,59,Policy_Holder,Sedan-Collision,Sedan,20000_to_29000,1,400,rate_4,more_than_30,more_than_30,2_to_4,7_years,51_to_65,Yes,Yes,Internal,3_to_5,no_change,1-vehicle,1995,Collision,No
Dec,week_3,Monday,Honda,Urban,Wednesday,Dec,week_4,Female,Married,52,Policy_Holder,Sedan-Liability,Sport,20000_to_29000,1,400,rate_4,more_than_30,more_than_30,2_to_4,7_years,41_to_50,No,No,External,none,no_change,1-vehicle,1995,Liability,No
Nov,week_4,Sunday,Chevrolet,Urban,Monday,Nov,week_4,Female,Single,33,Policy_Holder,Sedan-Collision,Sedan,20000_to_29000,3,400,rate_1,more_than_30,more_than_30,more_than_4,6_years,31_to_35,No,No,External,3_to_5,no_change,1-vehicle,1995,Collision,No
Aug,week_4,Tuesday,Honda,Urban,Friday,Aug,week_4,Male,Married,44,Policy_Holder,Sedan-Liability,Sport,20000_to_29000,9,400,rate_4,more_than_30,more_than_30,none,more_than_7,36_to_40,No,No,External,none,4_to_8_years,2-vehicles,1995,Liability,No
Aug,week_2,Saturday,Pontiac,Rural,Monday,Aug,week_3,Male,Married,31,Third_Party,Sedan-Collision,Sedan,20000_to_29000,13,400,rate_3,more_than_30,more_than_30,2_to_4,7_years,31_to_35,No,No,External,more_than_5,no_change,1-vehicle,1995,Collision,No
Aug,week_2,Tuesday,Pontiac,Rural,Tuesday,Aug,week_2,Female,Married,33,Policy_Holder,Sedan-Collision,Sedan,less_than_20000,16,400,rate_2,more_than_30,more_than_30,none,7_years,31_to_35,No,No,External,none,no_change,1-vehicle,1995,Collision,No
Aug,week_2,Wednesday,Dodge,Urban,Friday,Aug,week_2,Male,Married,60,Third_Party,Sedan-Collision,Sedan,30000_to_39000,14,400,rate_1,more_than_30,more_than_30,none,more_than_7,51_to_65,No,No,External,more_than_5,no_change,1-vehicle,1995,Collision,No
Jul,week_4,Thursday,Pontiac,Urban,Wednesday,Aug,week_1,Male,Single,30,Policy_Holder,Sedan-Liability,Sport,20000_to_29000,13,400,rate_2,more_than_30,more_than_30,2_to_4,6_years,31_to_35,No,No,External,none,no_change,1-vehicle,1995,Liability,No
Jan,week_2,Thursday,Honda,Urban,Thursday,Jan,week_2,Male,Married,36,Policy_Holder,Sedan-Liability,Sport,30000_to_39000,4,400,rate_1,more_than_30,more_than_30,1,7_years,36_to_40,No,No,External,none,no_change,1-vehicle,1995,Liability,No
Nov,week_3,Tuesday,Mazda,Urban,Tuesday,Nov,week_3,Male,Single,38,Policy_Holder,Sedan-Liability,Sport,30000_to_39000,9,400,rate_1,more_than_30,more_than_30,1,7_years,36_to_40,No,No,External,1_to_2,no_change,1-vehicle,1995,Liability,No
Dec,week_4,Sunday,Pontiac,Urban,Friday,Dec,week_5,Male,Single,33,Policy_Holder,Sedan-Collision,Sedan,20000_to_29000,6,400,rate_4,more_than_30,more_than_30,none,6_years,31_to_35,No,No,External,more_than_5,no_change,1-vehicle,1995,Collision,No
Oct,week_4,Saturday,Mazda,Urban,Monday,Oct,week_4,Male,Married,44,Third_Party,Sedan-Collision,Sedan,20000_to_29000,7,400,rate_3,more_than_30,more_than_30,none,7_years,36_to_40,No,No,External,none,no_change,1-vehicle,1995,Collision,No
Sep,week_2,Tuesday,Pontiac,Urban,Wednesday,Sep,week_2,Male,Married,50,Policy_Holder,Sedan-Collision,Sedan,20000_to_29000,5,400,rate_2,more_than_30,more_than_30,none,7_years,41_to_50,No,No,External,1_to_2,no_change,1-vehicle,1995,Collision,No
Aug,week_2,Saturday,Mazda,Urban,Wednesday,Aug,week_5,Female,Single,34,Policy_Holder,Sedan-Collision,Sedan,20000_to_29000,6,400,rate_4,more_than_30,more_than_30,1,6_years,31_to_35,No,No,External,more_than_5,no_change,1-vehicle,1995,Collision,No
Jul,week_2,Wednesday,Honda,Urban,Thursday,Jul,week_4,Male,Married,44,Third_Party,Sedan-All_Perils,Sedan,20000_to_29000,4,400,rate_2,more_than_30,more_than_30,1,more_than_7,36_to_40,No,No,External,more_than_5,no_change,1-vehicle,1995,All_Perils,No
Oct,week_1,Monday,Mazda,Urban,Monday,Oct,week_1,Male,Single,23,Policy_Holder,Sedan-Liability,Sport,20000_to_29000,14,400,rate_2,more_than_30,more_than_30,2_to_4,5_years,26_to_30,No,No,External,more_than_5,no_change,1-vehicle,1995,Liability,No
Jan,week_5,Monday,Toyota,Urban,Tuesday,May,week_4,Male,Married,30,Policy_Holder,Sedan-Collision,Sedan,20000_to_29000,15,400,rate_1,more_than_30,more_than_30,1,6_years,31_to_35,No,No,External,none,no_change,1-vehicle,1995,Collision,No
Mar,week_1,Thursday,Pontiac,Urban,Wednesday,Apr,week_1,Female,Single,77,Third_Party,Sedan-All_Perils,Sedan,20000_to_29000,3,400,rate_1,more_than_30,more_than_30,2_to_4,more_than_7,over_65,No,No,External,3_to_5,no_change,1-vehicle,1995,All_Perils,No
Apr,week_2,Wednesday,Toyota,Urban,Wednesday,Apr,week_3,Male,Single,39,Policy_Holder,Sedan-Collision,Sedan,30000_to_39000,1,400,rate_1,more_than_30,more_than_30,2_to_4,7_years,36_to_40,No,No,External,none,no_change,1-vehicle,1995,Collision,No
Dec,week_3,Tuesday,Ford,Urban,Monday,Jan,week_5,Male,Married,46,Policy_Holder,Sedan-All_Perils,Sedan,30000_to_39000,3,400,rate_4,none,more_than_30,none,7_years,41_to_50,No,No,External,none,no_change,1-vehicle,1995,All_Perils,No
May,week_4,Monday,Pontiac,Urban,Tuesday,Jun,week_1,Male,Married,52,Third_Party,Sedan-Collision,Sedan,30000_to_39000,8,400,rate_4,more_than_30,more_than_30,2_to_4,more_than_7,41_to_50,No,No,External,3_to_5,no_change,1-vehicle,1995,Collision,No
Jul,week_1,Tuesday,Pontiac,Urban,Tuesday,Jul,week_1,Male,Married,31,Policy_Holder,Sedan-Liability,Sport,more_than_69000,1,400,rate_2,more_than_30,more_than_30,2_to_4,7_years,31_to_35,No,No,External,more_than_5,no_change,1-vehicle,1995,Liability,No
Nov,week_1,Thursday,Mazda,Urban,Tuesday,Nov,week_2,Female,Married,35,Policy_Holder,Sedan-Collision,Sedan,20000_to_29000,3,400,rate_2,more_than_30,more_than_30,none,6_years,31_to_35,No,No,External,1_to_2,no_change,1-vehicle,1995,Collision,No
Nov,week_1,Friday,Toyota,Urban,Tuesday,Nov,week_2,Male,Married,51,Policy_Holder,Sedan-All_Perils,Sedan,20000_to_29000,5,400,rate_3,more_than_30,more_than_30,none,more_than_7,41_to_50,No,No,External,more_than_5,no_change,1-vehicle,1995,All_Perils,No
Jun,week_4,Saturday,Honda,Urban,Saturday,Jul,week_1,Male,Single,21,Third_Party,Sport-Collision,Sport,more_than_69000,8,400,rate_2,more_than_30,more_than_30,2_to_4,6_years,26_to_30,No,No,External,1_to_2,no_change,1-vehicle,1995,Collision,No
